iter	Logloss
701	0.1422432681
702	0.1422097737
703	0.1421732043
704	0.1421125319
705	0.1420650209
706	0.1420195482
707	0.1419881129
708	0.1419396197
709	0.1418822027
710	0.1418538438
711	0.1418086413
712	0.1417660137
713	0.1417425163
714	0.1416905696
715	0.141672554
716	0.1416435119
717	0.1416035252
718	0.1415617647
719	0.1415058693
720	0.141468331
721	0.1414303668
722	0.1413962004
723	0.1413770328
724	0.1413224054
725	0.1413020808
726	0.1412712494
727	0.1412107588
728	0.141155825
729	0.1411244141
730	0.1410872146
731	0.1410373934
732	0.1410074178
733	0.1409174441
734	0.1408828941
735	0.1408162801
736	0.1407754351
737	0.1407534308
738	0.1407302609
739	0.1406694424
740	0.140630453
741	0.1405799702
742	0.1405208928
743	0.1404758149
744	0.1404602685
745	0.1404411282
746	0.1403924161
747	0.1403427874
748	0.1403196209
749	0.1402960666
750	0.1402629304
751	0.1402352561
752	0.1401739944
753	0.1401221527
754	0.1400645859
755	0.1400128182
756	0.1399757479
757	0.1399209954
758	0.1398624668
759	0.139837468
760	0.1397907834
761	0.1397609786
762	0.1397195614
763	0.1396907486
764	0.139652713
765	0.1396263349
766	0.1395874911
767	0.1395496673
768	0.1395214899
769	0.139496404
770	0.1394417681
771	0.1393979245
772	0.1393531897
773	0.1393307316
774	0.1392811454
775	0.1392321296
776	0.1391952139
777	0.1391291097
778	0.1390887421
779	0.1390572809
780	0.1390488996
781	0.1390052291
782	0.1389561089
783	0.1389211904
784	0.1388908543
785	0.138851322
786	0.1388309124
787	0.1388059221
788	0.1387471867
789	0.1387134557
790	0.1386659319
791	0.1386361983
792	0.1385750891
793	0.1385233076
794	0.1384892973
795	0.138463312
796	0.1384189074
797	0.1383765527
798	0.1383657279
799	0.1383479367
800	0.1383074043
801	0.1382808992
802	0.1382459299
803	0.1382240387
804	0.13817498
805	0.1381167904
806	0.138091949
807	0.1380416586
808	0.138001204
809	0.137966719
810	0.1379257315
811	0.1378294244
812	0.1377989687
813	0.1377600199
814	0.1377159946
815	0.1376667682
816	0.1376444213
817	0.137618579
818	0.1375760556
819	0.1375380774
820	0.1375210024
821	0.1374913604
822	0.1374628747
823	0.1374335632
824	0.1374064728
825	0.1373898377
826	0.1373331519
827	0.1373079943
828	0.1372542297
829	0.1371830766
830	0.1371626923
831	0.1371246518
832	0.1370955962
833	0.1370425535
834	0.136985435
835	0.1369547815
836	0.1369351427
837	0.1369041155
838	0.1368159741
839	0.1367792772
840	0.1367072426
841	0.1366741551
842	0.1366457014
843	0.1366101692
844	0.1365599716
845	0.1365273204
846	0.1364962922
847	0.1364394887
848	0.13637059
849	0.1363382954
850	0.1363047412
851	0.1362776339
852	0.1362299212
853	0.1361958603
854	0.1361655192
855	0.1361373249
856	0.1361052876
857	0.1360437973
858	0.1359623695
859	0.1359293886
860	0.1359030464
861	0.1358863558
862	0.1358486697
863	0.1358139541
864	0.13578076
865	0.1357522415
866	0.1357289802
867	0.1356973676
868	0.1356836957
869	0.135650342
870	0.1355932451
871	0.1355589772
872	0.1355297977
873	0.1355061136
874	0.1354547027
875	0.1354179513
876	0.1353957574
877	0.1353432837
878	0.1353102082
879	0.135287089
880	0.1352595198
881	0.1352282696
882	0.1351767992
883	0.1351586964
884	0.1351304814
885	0.1350851076
886	0.1350429607
887	0.1349971231
888	0.1349463506
889	0.1349165178
890	0.1349017685
891	0.1348796263
892	0.1348539655
893	0.134824609
894	0.1348045821
895	0.1347435609
896	0.1346914885
897	0.134671753
898	0.1346534277
899	0.1345964013
900	0.1345485595
901	0.1345040986
902	0.1344782237
903	0.1344530925
904	0.1343916863
905	0.1343700662
906	0.1343525936
907	0.1343093
908	0.1342752065
909	0.1342211333
910	0.1341763473
911	0.1341556627
912	0.1341357654
913	0.1340883704
914	0.1340230579
915	0.1339554682
916	0.1339284457
917	0.1338970575
918	0.1338643828
919	0.133842015
920	0.1337873313
921	0.1337664398
922	0.1337392452
923	0.1336953213
924	0.1336674955
925	0.1336449429
926	0.1336274641
927	0.1336011953
928	0.1335776134
929	0.1335134315
930	0.1334931158
931	0.1334507954
932	0.1334329264
933	0.1334145065
934	0.1333898414
935	0.1333487379
936	0.1333177359
937	0.1332856109
938	0.1332513815
939	0.1332112918
940	0.133172585
941	0.1331442592
942	0.1331141639
943	0.1330761547
944	0.1330379807
945	0.1329665136
946	0.132930808
947	0.1329038975
948	0.1328728563
949	0.1328406753
950	0.1328234762
951	0.132785101
952	0.1327650512
953	0.1327229708
954	0.1326933002
955	0.1326621692
956	0.1326220009
957	0.1325842747
958	0.1325611317
959	0.1325136938
960	0.1324922002
961	0.1324635396
962	0.1324347515
963	0.1323982798
964	0.1323618093
965	0.1323518844
966	0.1323312302
967	0.1323166894
968	0.1322967969
969	0.1322834915
970	0.1322555461
971	0.1322258691
972	0.1322029337
973	0.1321391362
974	0.1320964454
975	0.1320551828
976	0.1319978029
977	0.1319728946
978	0.1319348723
979	0.1318949925
980	0.1318678053
981	0.1318434032
982	0.1318061859
983	0.1317603719
984	0.1317036172
985	0.1316751808
986	0.1316359609
987	0.1316054682
988	0.1315768543
989	0.1315300654
990	0.1314943366
991	0.1314774574
992	0.1314685704
993	0.1314515068
994	0.1314075562
995	0.1313819505
996	0.1313701337
997	0.1313132438
998	0.1312958107
999	0.1312807492
